,accuracy,accuracy,accuracy,accuracy,accuracy,accuracy,accuracy,precision,precision,precision,precision,precision,precision,precision,recall,recall,recall,recall,recall,recall,recall,f1_score,f1_score,f1_score,f1_score,f1_score,f1_score,f1_score,time_taken,time_taken,time_taken,time_taken,time_taken,time_taken,time_taken
,RF,LR,LDA,kNN,CART,SVM,VC,RF,LR,LDA,kNN,CART,SVM,VC,RF,LR,LDA,kNN,CART,SVM,VC,RF,LR,LDA,kNN,CART,SVM,VC,RF,LR,LDA,kNN,CART,SVM,VC
0,1.0,1.0,1.0,1.0,0.0863485336303711,1.0,1.0,1.0,1.0,0.0863485336303711,1.0,1.0,1.0,1.0,0.0863485336303711,1.0,1.0,1.0,1.0,0.0863485336303711,1.0,1.0,1.0,1.0,0.0863485336303711,1.0,1.0,1.0,1.0,0.0863485336303711,1.0,1.0,1.0,1.0,0.0863485336303711
0,0.984375,0.984375,1.0,0.9921259842519685,0.11558198928833008,0.984375,0.984375,1.0,0.9921259842519685,0.11558198928833008,0.984375,0.984375,1.0,0.9921259842519685,0.11558198928833008,0.984375,0.984375,1.0,0.9921259842519685,0.11558198928833008,0.984375,0.984375,1.0,0.9921259842519685,0.11558198928833008,0.984375,0.984375,1.0,0.9921259842519685,0.11558198928833008,0.984375,0.984375,1.0,0.9921259842519685,0.11558198928833008
0,0.5789473684210527,0.5789473684210527,1.0,0.7333333333333333,0.08801817893981934,0.5789473684210527,0.5789473684210527,1.0,0.7333333333333333,0.08801817893981934,0.5789473684210527,0.5789473684210527,1.0,0.7333333333333333,0.08801817893981934,0.5789473684210527,0.5789473684210527,1.0,0.7333333333333333,0.08801817893981934,0.5789473684210527,0.5789473684210527,1.0,0.7333333333333333,0.08801817893981934,0.5789473684210527,0.5789473684210527,1.0,0.7333333333333333,0.08801817893981934,0.5789473684210527,0.5789473684210527,1.0,0.7333333333333333,0.08801817893981934
0,0.7109375,0.7109375,1.0,0.8310502283105022,0.09351158142089844,0.7109375,0.7109375,1.0,0.8310502283105022,0.09351158142089844,0.7109375,0.7109375,1.0,0.8310502283105022,0.09351158142089844,0.6875,0.6315265486725664,0.6875,0.6382447209653092,0.09351158142089844,0.7109375,0.7109375,1.0,0.8310502283105022,0.09351158142089844,0.7109375,0.7109375,1.0,0.8310502283105022,0.09351158142089844,0.7109375,0.7109375,1.0,0.8310502283105022,0.09351158142089844
0,0.4765625,0.4765625,1.0,0.6455026455026455,0.10899710655212402,0.4765625,0.4765625,1.0,0.6455026455026455,0.10899710655212402,0.4765625,0.4765625,1.0,0.6455026455026455,0.10899710655212402,0.4765625,0.4765625,1.0,0.6455026455026455,0.10899710655212402,0.4765625,0.4765625,1.0,0.6455026455026455,0.10899710655212402,0.4765625,0.4765625,1.0,0.6455026455026455,0.10899710655212402,0.4765625,0.4765625,1.0,0.6455026455026455,0.10899710655212402
0,0.6,0.6,0.6,0.5073979591836736,0.09467673301696777,0.5846153846153846,0.5846153846153846,1.0,0.7378640776699029,0.09467673301696777,0.6,0.6,0.6,0.5073979591836736,0.09467673301696777,0.5846153846153846,0.5846153846153846,1.0,0.7378640776699029,0.09467673301696777,0.5846153846153846,0.5846153846153846,1.0,0.7378640776699029,0.09467673301696777,0.5846153846153846,0.5846153846153846,1.0,0.7378640776699029,0.09467673301696777,0.5846153846153846,0.5846153846153846,1.0,0.7378640776699029,0.09467673301696777
0,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0.09267854690551758,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0.09267854690551758,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0.09267854690551758,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0.09267854690551758,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0.09267854690551758,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0.09267854690551758,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0.09267854690551758
0,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632,0.09112238883972168,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632,0.09112238883972168,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632,0.09112238883972168,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632,0.09112238883972168,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632,0.09112238883972168,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632,0.09112238883972168,0.8095238095238095,0.8095238095238095,1.0,0.8947368421052632,0.09112238883972168
0,0.8181818181818182,0.8181818181818182,1.0,0.9,0.09921407699584961,0.8181818181818182,0.8181818181818182,1.0,0.9,0.09921407699584961,0.8181818181818182,0.8181818181818182,1.0,0.9,0.09921407699584961,0.8181818181818182,0.8181818181818182,1.0,0.9,0.09921407699584961,0.8181818181818182,0.8181818181818182,1.0,0.9,0.09921407699584961,0.8181818181818182,0.8181818181818182,1.0,0.9,0.09921407699584961,0.8181818181818182,0.8181818181818182,1.0,0.9,0.09921407699584961
0,0.75,0.75,1.0,0.8571428571428571,0.09242987632751465,0.75,0.75,1.0,0.8571428571428571,0.09242987632751465,0.75,0.75,1.0,0.8571428571428571,0.09242987632751465,0.75,0.75,1.0,0.8571428571428571,0.09242987632751465,0.75,0.75,1.0,0.8571428571428571,0.09242987632751465,0.75,0.75,1.0,0.8571428571428571,0.09242987632751465,0.75,0.75,1.0,0.8571428571428571,0.09242987632751465
0,0.5703125,0.5703125,1.0,0.7263681592039801,0.09446501731872559,0.5703125,0.5703125,1.0,0.7263681592039801,0.09446501731872559,0.5703125,0.5703125,1.0,0.7263681592039801,0.09446501731872559,0.5703125,0.5703125,1.0,0.7263681592039801,0.09446501731872559,0.5703125,0.5703125,1.0,0.7263681592039801,0.09446501731872559,0.5703125,0.5703125,1.0,0.7263681592039801,0.09446501731872559,0.5703125,0.5703125,1.0,0.7263681592039801,0.09446501731872559
0,0.65625,0.65625,1.0,0.7924528301886793,0.08989787101745605,0.65625,0.65625,1.0,0.7924528301886793,0.08989787101745605,0.65625,0.65625,1.0,0.7924528301886793,0.08989787101745605,0.65625,0.65625,1.0,0.7924528301886793,0.08989787101745605,0.65625,0.65625,1.0,0.7924528301886793,0.08989787101745605,0.65625,0.65625,1.0,0.7924528301886793,0.08989787101745605,0.65625,0.65625,1.0,0.7924528301886793,0.08989787101745605
0,0.6171875,0.6171875,1.0,0.7632850241545893,0.10521316528320312,0.6171875,0.6171875,1.0,0.7632850241545893,0.10521316528320312,0.6171875,0.6171875,1.0,0.7632850241545893,0.10521316528320312,0.3828125,0.3828125,1.0,0.5536723163841808,0.10521316528320312,0.6171875,0.6171875,1.0,0.7632850241545893,0.10521316528320312,0.6171875,0.6171875,1.0,0.7632850241545893,0.10521316528320312,0.6171875,0.6171875,1.0,0.7632850241545893,0.10521316528320312
0,1.0,1.0,1.0,1.0,0.08749032020568848,1.0,1.0,1.0,1.0,0.08749032020568848,1.0,1.0,1.0,1.0,0.08749032020568848,1.0,1.0,1.0,1.0,0.08749032020568848,1.0,1.0,1.0,1.0,0.08749032020568848,1.0,1.0,1.0,1.0,0.08749032020568848,1.0,1.0,1.0,1.0,0.08749032020568848
0,0.6785714285714286,0.6785714285714286,1.0,0.8085106382978724,0.0863337516784668,0.6785714285714286,0.6785714285714286,1.0,0.8085106382978724,0.0863337516784668,0.6785714285714286,0.6785714285714286,1.0,0.8085106382978724,0.0863337516784668,0.6785714285714286,0.6785714285714286,1.0,0.8085106382978724,0.0863337516784668,0.6785714285714286,0.6785714285714286,1.0,0.8085106382978724,0.0863337516784668,0.6785714285714286,0.6785714285714286,1.0,0.8085106382978724,0.0863337516784668,0.6785714285714286,0.6785714285714286,1.0,0.8085106382978724,0.0863337516784668
0,0.5658914728682171,0.5658914728682171,1.0,0.7227722772277227,0.10677933692932129,0.5658914728682171,0.5658914728682171,1.0,0.7227722772277227,0.10677933692932129,0.5658914728682171,0.5658914728682171,1.0,0.7227722772277227,0.10677933692932129,0.5658914728682171,0.5658914728682171,1.0,0.7227722772277227,0.10677933692932129,0.5658914728682171,0.5658914728682171,1.0,0.7227722772277227,0.10677933692932129,0.5658914728682171,0.5658914728682171,1.0,0.7227722772277227,0.10677933692932129,0.5658914728682171,0.5658914728682171,1.0,0.7227722772277227,0.10677933692932129
0,0.609375,0.609375,1.0,0.7572815533980582,0.09021306037902832,0.609375,0.609375,1.0,0.7572815533980582,0.09021306037902832,0.609375,0.609375,1.0,0.7572815533980582,0.09021306037902832,0.359375,0.359375,1.0,0.5287356321839081,0.09021306037902832,0.609375,0.609375,1.0,0.7572815533980582,0.09021306037902832,0.609375,0.609375,1.0,0.7572815533980582,0.09021306037902832,0.609375,0.609375,1.0,0.7572815533980582,0.09021306037902832
0,1.0,1.0,1.0,1.0,0.12134051322937012,1.0,1.0,1.0,1.0,0.12134051322937012,1.0,1.0,1.0,1.0,0.12134051322937012,1.0,1.0,1.0,1.0,0.12134051322937012,1.0,1.0,1.0,1.0,0.12134051322937012,1.0,1.0,1.0,1.0,0.12134051322937012,1.0,1.0,1.0,1.0,0.12134051322937012
0,0.78125,0.78125,1.0,0.8771929824561403,0.1007537841796875,0.78125,0.78125,1.0,0.8771929824561403,0.1007537841796875,0.78125,0.78125,1.0,0.8771929824561403,0.1007537841796875,0.78125,0.78125,1.0,0.8771929824561403,0.1007537841796875,0.78125,0.78125,1.0,0.8771929824561403,0.1007537841796875,0.78125,0.78125,1.0,0.8771929824561403,0.1007537841796875,0.78125,0.78125,1.0,0.8771929824561403,0.1007537841796875
0,0.6796875,0.6796875,1.0,0.8093023255813954,0.10216331481933594,0.6796875,0.6796875,1.0,0.8093023255813954,0.10216331481933594,0.6796875,0.6796875,1.0,0.8093023255813954,0.10216331481933594,0.6796875,0.6796875,1.0,0.8093023255813954,0.10216331481933594,0.6796875,0.6796875,1.0,0.8093023255813954,0.10216331481933594,0.6796875,0.6796875,1.0,0.8093023255813954,0.10216331481933594,0.6796875,0.6796875,1.0,0.8093023255813954,0.10216331481933594
0,0.9384615384615385,0.9384615384615385,1.0,0.9682539682539683,0.10619354248046875,0.9384615384615385,0.9384615384615385,1.0,0.9682539682539683,0.10619354248046875,0.9384615384615385,0.9384615384615385,1.0,0.9682539682539683,0.10619354248046875,0.9384615384615385,0.9384615384615385,1.0,0.9682539682539683,0.10619354248046875,0.9384615384615385,0.9384615384615385,1.0,0.9682539682539683,0.10619354248046875,0.9384615384615385,0.9384615384615385,1.0,0.9682539682539683,0.10619354248046875,0.9384615384615385,0.9384615384615385,1.0,0.9682539682539683,0.10619354248046875
0,0.9473684210526315,0.9473684210526314,1.0,0.9729729729729731,0.09181785583496094,0.9473684210526315,0.9473684210526314,1.0,0.9729729729729731,0.09181785583496094,0.9473684210526315,0.9473684210526314,1.0,0.9729729729729731,0.09181785583496094,0.9473684210526315,0.9473684210526314,1.0,0.9729729729729731,0.09181785583496094,0.9473684210526315,0.9473684210526314,1.0,0.9729729729729731,0.09181785583496094,0.9473684210526315,0.9473684210526314,1.0,0.9729729729729731,0.09181785583496094,0.9473684210526315,0.9473684210526314,1.0,0.9729729729729731,0.09181785583496094
0,0.8918918918918919,0.8918918918918919,1.0,0.9428571428571428,0.11290574073791504,0.8918918918918919,0.8918918918918919,1.0,0.9428571428571428,0.11290574073791504,0.8918918918918919,0.8918918918918919,1.0,0.9428571428571428,0.11290574073791504,0.8918918918918919,0.8918918918918919,1.0,0.9428571428571428,0.11290574073791504,0.8918918918918919,0.8918918918918919,1.0,0.9428571428571428,0.11290574073791504,0.8918918918918919,0.8918918918918919,1.0,0.9428571428571428,0.11290574073791504,0.8918918918918919,0.8918918918918919,1.0,0.9428571428571428,0.11290574073791504
0,0.5128205128205128,0.5512820512820513,0.5128205128205128,0.43560716013546197,0.10968399047851562,0.5128205128205128,0.5512820512820513,0.5128205128205128,0.43560716013546197,0.10968399047851562,0.5128205128205128,0.5512820512820513,0.5128205128205128,0.43560716013546197,0.10968399047851562,0.5128205128205128,0.5128205128205128,1.0,0.6779661016949152,0.10968399047851562,0.5128205128205128,0.5512820512820513,0.5128205128205128,0.43560716013546197,0.10968399047851562,0.5128205128205128,0.5512820512820513,0.5128205128205128,0.43560716013546197,0.10968399047851562,0.5128205128205128,0.5512820512820513,0.5128205128205128,0.43560716013546197,0.10968399047851562
0,0.65625,0.65625,1.0,0.7924528301886793,0.11839675903320312,0.65625,0.65625,1.0,0.7924528301886793,0.11839675903320312,0.65625,0.65625,1.0,0.7924528301886793,0.11839675903320312,0.65625,0.65625,1.0,0.7924528301886793,0.11839675903320312,0.65625,0.65625,1.0,0.7924528301886793,0.11839675903320312,0.65625,0.65625,1.0,0.7924528301886793,0.11839675903320312,0.65625,0.65625,1.0,0.7924528301886793,0.11839675903320312
0,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465117,0.09546685218811035,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465117,0.09546685218811035,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465117,0.09546685218811035,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465117,0.09546685218811035,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465117,0.09546685218811035,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465117,0.09546685218811035,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465117,0.09546685218811035
0,0.7441860465116279,0.7441860465116279,1.0,0.8533333333333332,0.1075592041015625,0.7441860465116279,0.7441860465116279,1.0,0.8533333333333332,0.1075592041015625,0.7441860465116279,0.7441860465116279,1.0,0.8533333333333332,0.1075592041015625,0.7441860465116279,0.7441860465116279,1.0,0.8533333333333332,0.1075592041015625,0.7441860465116279,0.7441860465116279,1.0,0.8533333333333332,0.1075592041015625,0.7441860465116279,0.7441860465116279,1.0,0.8533333333333332,0.1075592041015625,0.7441860465116279,0.7441860465116279,1.0,0.8533333333333332,0.1075592041015625
0,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137403,0.10728335380554199,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137403,0.10728335380554199,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137403,0.10728335380554199,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137403,0.10728335380554199,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137403,0.10728335380554199,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137403,0.10728335380554199,0.9848484848484849,0.9848484848484849,1.0,0.9923664122137403,0.10728335380554199
0,1.0,1.0,1.0,1.0,0.09229564666748047,1.0,1.0,1.0,1.0,0.09229564666748047,1.0,1.0,1.0,1.0,0.09229564666748047,1.0,1.0,1.0,1.0,0.09229564666748047,1.0,1.0,1.0,1.0,0.09229564666748047,1.0,1.0,1.0,1.0,0.09229564666748047,1.0,1.0,1.0,1.0,0.09229564666748047
